idx,condition_dataset_name,condition_query_name,condition_cond,parameter_value,luminous-supreme-control_int100query,gpt-4,gpt-3.5-turbo
20495,cc,econ,top_p_var,0.4,,50.0,70.0
20496,cc,econ,top_p_var,0.4,,50.0,70.0
20497,cc,econ,top_p_var,0.4,,50.0,70.0
20498,cc,econ,top_p_var,0.4,,50.0,70.0
20499,cc,econ,top_p_var,0.4,,50.0,70.0
20500,cc,econ,top_p_var,0.5,70.0,50.0,70.0
20501,cc,econ,top_p_var,0.5,60.0,50.0,75.0
20502,cc,econ,top_p_var,0.5,70.0,50.0,70.0
20503,cc,econ,top_p_var,0.5,70.0,50.0,70.0
20504,cc,econ,top_p_var,0.5,70.0,50.0,70.0
20505,cc,econ,top_p_var,0.5,75.0,50.0,70.0
20506,cc,econ,top_p_var,0.5,60.0,50.0,75.0
20507,cc,econ,top_p_var,0.5,60.0,50.0,75.0
20508,cc,econ,top_p_var,0.5,70.0,50.0,70.0
20509,cc,econ,top_p_var,0.5,60.0,50.0,70.0
20510,cc,econ,top_p_var,0.5,70.0,50.0,70.0
20511,cc,econ,top_p_var,0.5,60.0,50.0,70.0
20512,cc,econ,top_p_var,0.5,60.0,50.0,75.0
20513,cc,econ,top_p_var,0.5,73.0,50.0,70.0
20514,cc,econ,top_p_var,0.5,70.0,50.0,70.0
20515,cc,econ,top_p_var,0.5,60.0,50.0,70.0
20516,cc,econ,top_p_var,0.5,73.0,50.0,70.0
20517,cc,econ,top_p_var,0.5,75.0,50.0,70.0
20518,cc,econ,top_p_var,0.5,45.0,50.0,70.0
20519,cc,econ,top_p_var,0.5,70.0,50.0,70.0
20520,cc,econ,top_p_var,0.5,70.0,50.0,70.0
20521,cc,econ,top_p_var,0.5,70.0,50.0,75.0
20522,cc,econ,top_p_var,0.5,70.0,50.0,70.0
20523,cc,econ,top_p_var,0.5,73.0,50.0,75.0
20524,cc,econ,top_p_var,0.5,73.0,50.0,70.0
20525,cc,econ,top_p_var,0.5,70.0,50.0,70.0
20526,cc,econ,top_p_var,0.5,73.0,50.0,70.0
20527,cc,econ,top_p_var,0.5,73.0,50.0,70.0
20528,cc,econ,top_p_var,0.5,70.0,50.0,70.0
20529,cc,econ,top_p_var,0.5,73.0,50.0,70.0
20530,cc,econ,top_p_var,0.5,45.0,50.0,70.0
20531,cc,econ,top_p_var,0.5,70.0,50.0,70.0
20532,cc,econ,top_p_var,0.5,45.0,50.0,70.0
20533,cc,econ,top_p_var,0.5,73.0,50.0,70.0
20534,cc,econ,top_p_var,0.5,73.0,50.0,75.0
20535,cc,econ,top_p_var,0.5,70.0,50.0,70.0
20536,cc,econ,top_p_var,0.5,45.0,50.0,70.0
20537,cc,econ,top_p_var,0.5,73.0,50.0,70.0
20538,cc,econ,top_p_var,0.5,70.0,50.0,75.0
20539,cc,econ,top_p_var,0.5,70.0,50.0,70.0
20540,cc,econ,top_p_var,0.5,73.0,50.0,70.0
20541,cc,econ,top_p_var,0.5,70.0,50.0,70.0
20542,cc,econ,top_p_var,0.5,73.0,50.0,75.0
20543,cc,econ,top_p_var,0.5,73.0,50.0,70.0
20544,cc,econ,top_p_var,0.5,70.0,50.0,75.0
20545,cc,econ,top_p_var,0.5,70.0,50.0,75.0
20546,cc,econ,top_p_var,0.5,70.0,50.0,75.0
20547,cc,econ,top_p_var,0.5,70.0,50.0,70.0
20548,cc,econ,top_p_var,0.5,73.0,50.0,70.0
20549,cc,econ,top_p_var,0.5,75.0,50.0,70.0
20550,cc,econ,top_p_var,0.5,70.0,50.0,75.0
20551,cc,econ,top_p_var,0.5,60.0,50.0,75.0
20552,cc,econ,top_p_var,0.5,45.0,50.0,70.0
20553,cc,econ,top_p_var,0.5,45.0,50.0,70.0
20554,cc,econ,top_p_var,0.5,,50.0,70.0
20555,cc,econ,top_p_var,0.5,,50.0,70.0
20556,cc,econ,top_p_var,0.5,,50.0,70.0
20557,cc,econ,top_p_var,0.5,,50.0,70.0
20558,cc,econ,top_p_var,0.5,,50.0,70.0
20559,cc,econ,top_p_var,0.5,,50.0,70.0
20560,cc,econ,top_p_var,0.5,,50.0,75.0
20561,cc,econ,top_p_var,0.5,,50.0,70.0
20562,cc,econ,top_p_var,0.5,,50.0,70.0
20563,cc,econ,top_p_var,0.5,,50.0,70.0
20564,cc,econ,top_p_var,0.5,,50.0,75.0
20565,cc,econ,top_p_var,0.5,,50.0,75.0
20566,cc,econ,top_p_var,0.5,,50.0,70.0
20567,cc,econ,top_p_var,0.5,,50.0,70.0
20568,cc,econ,top_p_var,0.5,,50.0,75.0
20569,cc,econ,top_p_var,0.5,,50.0,70.0
20570,cc,econ,top_p_var,0.5,,50.0,70.0
20571,cc,econ,top_p_var,0.5,,50.0,75.0
20572,cc,econ,top_p_var,0.5,,50.0,70.0
20573,cc,econ,top_p_var,0.5,,50.0,70.0
20574,cc,econ,top_p_var,0.5,,50.0,75.0
20575,cc,econ,top_p_var,0.5,,50.0,70.0
20576,cc,econ,top_p_var,0.5,,50.0,70.0
20577,cc,econ,top_p_var,0.5,,50.0,70.0
20578,cc,econ,top_p_var,0.5,,50.0,75.0
20579,cc,econ,top_p_var,0.5,,50.0,70.0
20580,cc,econ,top_p_var,0.5,,50.0,70.0
20581,cc,econ,top_p_var,0.5,,50.0,75.0
20582,cc,econ,top_p_var,0.5,,50.0,70.0
20583,cc,econ,top_p_var,0.5,,50.0,70.0
20584,cc,econ,top_p_var,0.5,,50.0,70.0
20585,cc,econ,top_p_var,0.5,,50.0,70.0
20586,cc,econ,top_p_var,0.5,,50.0,70.0
20587,cc,econ,top_p_var,0.5,,50.0,75.0
20588,cc,econ,top_p_var,0.5,,50.0,70.0
20589,cc,econ,top_p_var,0.5,,50.0,70.0
20590,cc,econ,top_p_var,0.5,,50.0,70.0
20591,cc,econ,top_p_var,0.5,,50.0,75.0
20592,cc,econ,top_p_var,0.5,,50.0,75.0
20593,cc,econ,top_p_var,0.5,,50.0,70.0
20594,cc,econ,top_p_var,0.5,,50.0,70.0
20595,cc,econ,top_p_var,0.5,,50.0,70.0
20596,cc,econ,top_p_var,0.5,,50.0,75.0
20597,cc,econ,top_p_var,0.5,,50.0,75.0
20598,cc,econ,top_p_var,0.5,,50.0,75.0
20599,cc,econ,top_p_var,0.5,,50.0,75.0
20600,cc,econ,top_p_var,0.6,60.0,50.0,70.0
20601,cc,econ,top_p_var,0.6,73.0,50.0,75.0
20602,cc,econ,top_p_var,0.6,45.0,50.0,70.0
20603,cc,econ,top_p_var,0.6,70.0,50.0,75.0
20604,cc,econ,top_p_var,0.6,73.0,50.0,70.0
20605,cc,econ,top_p_var,0.6,70.0,50.0,70.0
20606,cc,econ,top_p_var,0.6,60.0,50.0,70.0
20607,cc,econ,top_p_var,0.6,73.0,50.0,75.0
20608,cc,econ,top_p_var,0.6,70.0,50.0,70.0
20609,cc,econ,top_p_var,0.6,60.0,50.0,70.0
20610,cc,econ,top_p_var,0.6,60.0,50.0,70.0
20611,cc,econ,top_p_var,0.6,75.0,50.0,70.0
20612,cc,econ,top_p_var,0.6,73.0,50.0,75.0
20613,cc,econ,top_p_var,0.6,45.0,50.0,70.0
20614,cc,econ,top_p_var,0.6,60.0,50.0,70.0
20615,cc,econ,top_p_var,0.6,70.0,50.0,70.0
20616,cc,econ,top_p_var,0.6,73.0,50.0,70.0
20617,cc,econ,top_p_var,0.6,73.0,50.0,75.0
20618,cc,econ,top_p_var,0.6,60.0,50.0,70.0
20619,cc,econ,top_p_var,0.6,70.0,50.0,75.0
20620,cc,econ,top_p_var,0.6,45.0,50.0,75.0
20621,cc,econ,top_p_var,0.6,73.0,50.0,70.0
20622,cc,econ,top_p_var,0.6,60.0,50.0,70.0
20623,cc,econ,top_p_var,0.6,70.0,50.0,70.0
20624,cc,econ,top_p_var,0.6,73.0,50.0,70.0
20625,cc,econ,top_p_var,0.6,45.0,50.0,70.0
20626,cc,econ,top_p_var,0.6,45.0,50.0,75.0
20627,cc,econ,top_p_var,0.6,73.0,50.0,75.0
20628,cc,econ,top_p_var,0.6,70.0,50.0,70.0
20629,cc,econ,top_p_var,0.6,70.0,50.0,75.0
20630,cc,econ,top_p_var,0.6,73.0,50.0,75.0
20631,cc,econ,top_p_var,0.6,75.0,50.0,70.0
20632,cc,econ,top_p_var,0.6,73.0,50.0,70.0
20633,cc,econ,top_p_var,0.6,70.0,50.0,70.0
20634,cc,econ,top_p_var,0.6,70.0,50.0,75.0
20635,cc,econ,top_p_var,0.6,73.0,50.0,75.0
20636,cc,econ,top_p_var,0.6,73.0,50.0,70.0
20637,cc,econ,top_p_var,0.6,70.0,50.0,70.0
20638,cc,econ,top_p_var,0.6,73.0,50.0,70.0
20639,cc,econ,top_p_var,0.6,73.0,50.0,75.0
20640,cc,econ,top_p_var,0.6,75.0,50.0,70.0
20641,cc,econ,top_p_var,0.6,45.0,50.0,75.0
20642,cc,econ,top_p_var,0.6,70.0,50.0,70.0
20643,cc,econ,top_p_var,0.6,73.0,50.0,75.0
20644,cc,econ,top_p_var,0.6,70.0,50.0,70.0
20645,cc,econ,top_p_var,0.6,73.0,50.0,70.0
20646,cc,econ,top_p_var,0.6,70.0,50.0,70.0
20647,cc,econ,top_p_var,0.6,70.0,50.0,70.0
20648,cc,econ,top_p_var,0.6,,70.0,75.0
20649,cc,econ,top_p_var,0.6,,50.0,70.0
20650,cc,econ,top_p_var,0.6,,50.0,70.0
20651,cc,econ,top_p_var,0.6,,50.0,70.0
20652,cc,econ,top_p_var,0.6,,50.0,70.0
20653,cc,econ,top_p_var,0.6,,50.0,70.0
20654,cc,econ,top_p_var,0.6,,50.0,75.0
20655,cc,econ,top_p_var,0.6,,50.0,75.0
20656,cc,econ,top_p_var,0.6,,70.0,75.0
20657,cc,econ,top_p_var,0.6,,50.0,70.0
20658,cc,econ,top_p_var,0.6,,70.0,70.0
20659,cc,econ,top_p_var,0.6,,50.0,70.0
20660,cc,econ,top_p_var,0.6,,70.0,70.0
20661,cc,econ,top_p_var,0.6,,50.0,70.0
20662,cc,econ,top_p_var,0.6,,70.0,75.0
20663,cc,econ,top_p_var,0.6,,70.0,75.0
20664,cc,econ,top_p_var,0.6,,50.0,75.0
20665,cc,econ,top_p_var,0.6,,50.0,70.0
20666,cc,econ,top_p_var,0.6,,50.0,75.0
20667,cc,econ,top_p_var,0.6,,50.0,75.0
20668,cc,econ,top_p_var,0.6,,50.0,70.0
20669,cc,econ,top_p_var,0.6,,50.0,70.0
20670,cc,econ,top_p_var,0.6,,50.0,70.0
20671,cc,econ,top_p_var,0.6,,50.0,70.0
20672,cc,econ,top_p_var,0.6,,50.0,70.0
20673,cc,econ,top_p_var,0.6,,50.0,75.0
20674,cc,econ,top_p_var,0.6,,50.0,75.0
20675,cc,econ,top_p_var,0.6,,50.0,70.0
20676,cc,econ,top_p_var,0.6,,50.0,70.0
20677,cc,econ,top_p_var,0.6,,50.0,75.0
20678,cc,econ,top_p_var,0.6,,50.0,70.0
20679,cc,econ,top_p_var,0.6,,50.0,75.0
20680,cc,econ,top_p_var,0.6,,50.0,70.0
20681,cc,econ,top_p_var,0.6,,50.0,70.0
20682,cc,econ,top_p_var,0.6,,50.0,70.0
20683,cc,econ,top_p_var,0.6,,50.0,75.0
20684,cc,econ,top_p_var,0.6,,50.0,75.0
20685,cc,econ,top_p_var,0.6,,50.0,70.0
20686,cc,econ,top_p_var,0.6,,50.0,75.0
20687,cc,econ,top_p_var,0.6,,50.0,70.0
20688,cc,econ,top_p_var,0.6,,50.0,70.0
20689,cc,econ,top_p_var,0.6,,50.0,75.0
20690,cc,econ,top_p_var,0.6,,50.0,70.0
20691,cc,econ,top_p_var,0.6,,50.0,70.0
20692,cc,econ,top_p_var,0.6,,50.0,70.0
20693,cc,econ,top_p_var,0.6,,50.0,75.0
20694,cc,econ,top_p_var,0.6,,50.0,70.0
20695,cc,econ,top_p_var,0.6,,50.0,70.0
20696,cc,econ,top_p_var,0.6,,50.0,70.0
20697,cc,econ,top_p_var,0.6,,50.0,70.0
20698,cc,econ,top_p_var,0.6,,70.0,70.0
20699,cc,econ,top_p_var,0.6,,70.0,75.0
20700,cc,econ,top_p_var,0.7,70.0,70.0,70.0
20701,cc,econ,top_p_var,0.7,70.0,50.0,75.0
20702,cc,econ,top_p_var,0.7,70.0,70.0,70.0
20703,cc,econ,top_p_var,0.7,45.0,50.0,75.0
20704,cc,econ,top_p_var,0.7,73.0,50.0,70.0
20705,cc,econ,top_p_var,0.7,75.0,50.0,70.0
20706,cc,econ,top_p_var,0.7,45.0,70.0,75.0
20707,cc,econ,top_p_var,0.7,73.0,70.0,70.0
20708,cc,econ,top_p_var,0.7,60.0,50.0,70.0
20709,cc,econ,top_p_var,0.7,73.0,50.0,80.0
20710,cc,econ,top_p_var,0.7,73.0,50.0,75.0
20711,cc,econ,top_p_var,0.7,45.0,70.0,70.0
20712,cc,econ,top_p_var,0.7,60.0,70.0,70.0
20713,cc,econ,top_p_var,0.7,73.0,70.0,70.0
20714,cc,econ,top_p_var,0.7,70.0,50.0,70.0
20715,cc,econ,top_p_var,0.7,73.0,50.0,70.0
20716,cc,econ,top_p_var,0.7,45.0,50.0,75.0
20717,cc,econ,top_p_var,0.7,45.0,50.0,70.0
20718,cc,econ,top_p_var,0.7,45.0,50.0,70.0
20719,cc,econ,top_p_var,0.7,70.0,50.0,75.0
20720,cc,econ,top_p_var,0.7,73.0,70.0,75.0
20721,cc,econ,top_p_var,0.7,70.0,50.0,70.0
20722,cc,econ,top_p_var,0.7,70.0,50.0,75.0
20723,cc,econ,top_p_var,0.7,70.0,50.0,70.0
20724,cc,econ,top_p_var,0.7,73.0,70.0,75.0
20725,cc,econ,top_p_var,0.7,73.0,50.0,80.0
20726,cc,econ,top_p_var,0.7,70.0,50.0,70.0
20727,cc,econ,top_p_var,0.7,75.0,50.0,70.0
20728,cc,econ,top_p_var,0.7,75.0,50.0,75.0
20729,cc,econ,top_p_var,0.7,75.0,70.0,70.0
20730,cc,econ,top_p_var,0.7,70.0,70.0,80.0
20731,cc,econ,top_p_var,0.7,75.0,50.0,70.0
20732,cc,econ,top_p_var,0.7,70.0,50.0,75.0
20733,cc,econ,top_p_var,0.7,73.0,50.0,75.0
20734,cc,econ,top_p_var,0.7,70.0,50.0,70.0
20735,cc,econ,top_p_var,0.7,73.0,50.0,70.0
20736,cc,econ,top_p_var,0.7,45.0,50.0,70.0
20737,cc,econ,top_p_var,0.7,73.0,70.0,75.0
20738,cc,econ,top_p_var,0.7,73.0,50.0,70.0
20739,cc,econ,top_p_var,0.7,60.0,50.0,70.0
20740,cc,econ,top_p_var,0.7,60.0,50.0,70.0
20741,cc,econ,top_p_var,0.7,45.0,70.0,70.0
20742,cc,econ,top_p_var,0.7,70.0,50.0,70.0
20743,cc,econ,top_p_var,0.7,73.0,50.0,70.0
20744,cc,econ,top_p_var,0.7,60.0,70.0,70.0
20745,cc,econ,top_p_var,0.7,73.0,50.0,80.0
20746,cc,econ,top_p_var,0.7,70.0,50.0,75.0
20747,cc,econ,top_p_var,0.7,70.0,50.0,70.0
20748,cc,econ,top_p_var,0.7,70.0,50.0,70.0
20749,cc,econ,top_p_var,0.7,70.0,50.0,70.0
20750,cc,econ,top_p_var,0.7,70.0,50.0,70.0
20751,cc,econ,top_p_var,0.7,45.0,50.0,70.0
20752,cc,econ,top_p_var,0.7,45.0,50.0,80.0
20753,cc,econ,top_p_var,0.7,,50.0,75.0
20754,cc,econ,top_p_var,0.7,,50.0,75.0
20755,cc,econ,top_p_var,0.7,,50.0,70.0
20756,cc,econ,top_p_var,0.7,,50.0,70.0
20757,cc,econ,top_p_var,0.7,,50.0,70.0
20758,cc,econ,top_p_var,0.7,,50.0,75.0
20759,cc,econ,top_p_var,0.7,,50.0,70.0
20760,cc,econ,top_p_var,0.7,,50.0,75.0
20761,cc,econ,top_p_var,0.7,,50.0,70.0
20762,cc,econ,top_p_var,0.7,,50.0,75.0
20763,cc,econ,top_p_var,0.7,,50.0,75.0
20764,cc,econ,top_p_var,0.7,,50.0,70.0
20765,cc,econ,top_p_var,0.7,,50.0,70.0
20766,cc,econ,top_p_var,0.7,,50.0,75.0
20767,cc,econ,top_p_var,0.7,,50.0,70.0
20768,cc,econ,top_p_var,0.7,,50.0,80.0
20769,cc,econ,top_p_var,0.7,,50.0,70.0
20770,cc,econ,top_p_var,0.7,,50.0,70.0
20771,cc,econ,top_p_var,0.7,,50.0,75.0
20772,cc,econ,top_p_var,0.7,,50.0,75.0
20773,cc,econ,top_p_var,0.7,,50.0,70.0
20774,cc,econ,top_p_var,0.7,,50.0,70.0
20775,cc,econ,top_p_var,0.7,,50.0,70.0
20776,cc,econ,top_p_var,0.7,,50.0,70.0
20777,cc,econ,top_p_var,0.7,,50.0,75.0
20778,cc,econ,top_p_var,0.7,,50.0,75.0
20779,cc,econ,top_p_var,0.7,,50.0,70.0
20780,cc,econ,top_p_var,0.7,,50.0,70.0
20781,cc,econ,top_p_var,0.7,,50.0,75.0
20782,cc,econ,top_p_var,0.7,,50.0,75.0
20783,cc,econ,top_p_var,0.7,,50.0,80.0
20784,cc,econ,top_p_var,0.7,,50.0,70.0
20785,cc,econ,top_p_var,0.7,,50.0,70.0
20786,cc,econ,top_p_var,0.7,,50.0,70.0
20787,cc,econ,top_p_var,0.7,,50.0,70.0
20788,cc,econ,top_p_var,0.7,,50.0,70.0
20789,cc,econ,top_p_var,0.7,,50.0,70.0
20790,cc,econ,top_p_var,0.7,,50.0,70.0
20791,cc,econ,top_p_var,0.7,,50.0,75.0
20792,cc,econ,top_p_var,0.7,,50.0,70.0
20793,cc,econ,top_p_var,0.7,,50.0,70.0
20794,cc,econ,top_p_var,0.7,,50.0,75.0
20795,cc,econ,top_p_var,0.7,,50.0,75.0
20796,cc,econ,top_p_var,0.7,,50.0,70.0
20797,cc,econ,top_p_var,0.7,,50.0,70.0
20798,cc,econ,top_p_var,0.7,,50.0,70.0
20799,cc,econ,top_p_var,0.7,,50.0,70.0
20800,cc,econ,top_p_var,0.8,70.0,70.0,70.0
20801,cc,econ,top_p_var,0.8,70.0,70.0,70.0
20802,cc,econ,top_p_var,0.8,73.0,50.0,70.0
20803,cc,econ,top_p_var,0.8,73.0,50.0,75.0
20804,cc,econ,top_p_var,0.8,60.0,50.0,80.0
20805,cc,econ,top_p_var,0.8,70.0,50.0,70.0
20806,cc,econ,top_p_var,0.8,70.0,50.0,70.0
20807,cc,econ,top_p_var,0.8,70.0,50.0,60.0
20808,cc,econ,top_p_var,0.8,73.0,70.0,70.0
20809,cc,econ,top_p_var,0.8,45.0,70.0,70.0
20810,cc,econ,top_p_var,0.8,70.0,70.0,70.0
20811,cc,econ,top_p_var,0.8,60.0,70.0,75.0
20812,cc,econ,top_p_var,0.8,70.0,50.0,75.0
20813,cc,econ,top_p_var,0.8,70.0,70.0,70.0
20814,cc,econ,top_p_var,0.8,60.0,50.0,70.0
20815,cc,econ,top_p_var,0.8,70.0,50.0,80.0
20816,cc,econ,top_p_var,0.8,30.0,50.0,80.0
20817,cc,econ,top_p_var,0.8,75.0,50.0,70.0
20818,cc,econ,top_p_var,0.8,45.0,50.0,60.0
20819,cc,econ,top_p_var,0.8,75.0,50.0,60.0
20820,cc,econ,top_p_var,0.8,73.0,50.0,70.0
20821,cc,econ,top_p_var,0.8,70.0,50.0,75.0
20822,cc,econ,top_p_var,0.8,75.0,50.0,70.0
20823,cc,econ,top_p_var,0.8,75.0,50.0,75.0
20824,cc,econ,top_p_var,0.8,60.0,70.0,70.0
20825,cc,econ,top_p_var,0.8,73.0,50.0,70.0
20826,cc,econ,top_p_var,0.8,70.0,50.0,70.0
20827,cc,econ,top_p_var,0.8,70.0,50.0,70.0
20828,cc,econ,top_p_var,0.8,45.0,50.0,75.0
20829,cc,econ,top_p_var,0.8,73.0,50.0,70.0
20830,cc,econ,top_p_var,0.8,70.0,50.0,70.0
20831,cc,econ,top_p_var,0.8,45.0,70.0,70.0
20832,cc,econ,top_p_var,0.8,60.0,70.0,75.0
20833,cc,econ,top_p_var,0.8,75.0,50.0,70.0
20834,cc,econ,top_p_var,0.8,75.0,50.0,70.0
20835,cc,econ,top_p_var,0.8,70.0,50.0,80.0
20836,cc,econ,top_p_var,0.8,73.0,50.0,75.0
20837,cc,econ,top_p_var,0.8,75.0,50.0,60.0
20838,cc,econ,top_p_var,0.8,73.0,70.0,70.0
20839,cc,econ,top_p_var,0.8,60.0,70.0,70.0
20840,cc,econ,top_p_var,0.8,75.0,50.0,80.0
20841,cc,econ,top_p_var,0.8,70.0,50.0,80.0
20842,cc,econ,top_p_var,0.8,73.0,70.0,60.0
20843,cc,econ,top_p_var,0.8,75.0,50.0,75.0
20844,cc,econ,top_p_var,0.8,60.0,50.0,75.0
20845,cc,econ,top_p_var,0.8,70.0,50.0,75.0
20846,cc,econ,top_p_var,0.8,75.0,70.0,70.0
20847,cc,econ,top_p_var,0.8,73.0,70.0,70.0
20848,cc,econ,top_p_var,0.8,70.0,50.0,70.0
20849,cc,econ,top_p_var,0.8,45.0,50.0,80.0
20850,cc,econ,top_p_var,0.8,73.0,50.0,70.0
20851,cc,econ,top_p_var,0.8,70.0,70.0,70.0
20852,cc,econ,top_p_var,0.8,50.0,50.0,75.0
20853,cc,econ,top_p_var,0.8,70.0,70.0,60.0
20854,cc,econ,top_p_var,0.8,,50.0,60.0
20855,cc,econ,top_p_var,0.8,,50.0,70.0
20856,cc,econ,top_p_var,0.8,,50.0,70.0
20857,cc,econ,top_p_var,0.8,,50.0,70.0
20858,cc,econ,top_p_var,0.8,,50.0,75.0
20859,cc,econ,top_p_var,0.8,,50.0,70.0
20860,cc,econ,top_p_var,0.8,,50.0,75.0
20861,cc,econ,top_p_var,0.8,,50.0,75.0
20862,cc,econ,top_p_var,0.8,,50.0,70.0
20863,cc,econ,top_p_var,0.8,,50.0,70.0
20864,cc,econ,top_p_var,0.8,,70.0,70.0
20865,cc,econ,top_p_var,0.8,,70.0,80.0
20866,cc,econ,top_p_var,0.8,,50.0,75.0
20867,cc,econ,top_p_var,0.8,,50.0,75.0
20868,cc,econ,top_p_var,0.8,,50.0,60.0
20869,cc,econ,top_p_var,0.8,,70.0,70.0
20870,cc,econ,top_p_var,0.8,,50.0,70.0
20871,cc,econ,top_p_var,0.8,,50.0,70.0
20872,cc,econ,top_p_var,0.8,,50.0,70.0
20873,cc,econ,top_p_var,0.8,,50.0,75.0
20874,cc,econ,top_p_var,0.8,,50.0,80.0
20875,cc,econ,top_p_var,0.8,,70.0,75.0
20876,cc,econ,top_p_var,0.8,,70.0,70.0
20877,cc,econ,top_p_var,0.8,,50.0,70.0
20878,cc,econ,top_p_var,0.8,,70.0,70.0
20879,cc,econ,top_p_var,0.8,,70.0,75.0
20880,cc,econ,top_p_var,0.8,,50.0,70.0
20881,cc,econ,top_p_var,0.8,,50.0,75.0
20882,cc,econ,top_p_var,0.8,,50.0,60.0
20883,cc,econ,top_p_var,0.8,,50.0,70.0
20884,cc,econ,top_p_var,0.8,,50.0,70.0
20885,cc,econ,top_p_var,0.8,,50.0,70.0
20886,cc,econ,top_p_var,0.8,,50.0,70.0
20887,cc,econ,top_p_var,0.8,,50.0,60.0
20888,cc,econ,top_p_var,0.8,,50.0,70.0
20889,cc,econ,top_p_var,0.8,,70.0,80.0
20890,cc,econ,top_p_var,0.8,,50.0,75.0
20891,cc,econ,top_p_var,0.8,,70.0,70.0
20892,cc,econ,top_p_var,0.8,,50.0,75.0
20893,cc,econ,top_p_var,0.8,,70.0,70.0
20894,cc,econ,top_p_var,0.8,,50.0,70.0
20895,cc,econ,top_p_var,0.8,,50.0,70.0
20896,cc,econ,top_p_var,0.8,,50.0,75.0
20897,cc,econ,top_p_var,0.8,,50.0,70.0
20898,cc,econ,top_p_var,0.8,,50.0,70.0
20899,cc,econ,top_p_var,0.8,,50.0,75.0
20900,cc,econ,top_p_var,0.9,45.0,60.0,75.0
20901,cc,econ,top_p_var,0.9,70.0,70.0,70.0
20902,cc,econ,top_p_var,0.9,45.0,50.0,80.0
20903,cc,econ,top_p_var,0.9,70.0,60.0,75.0
20904,cc,econ,top_p_var,0.9,60.0,60.0,60.0
20905,cc,econ,top_p_var,0.9,75.0,60.0,70.0
20906,cc,econ,top_p_var,0.9,70.0,50.0,75.0
20907,cc,econ,top_p_var,0.9,30.0,60.0,70.0
20908,cc,econ,top_p_var,0.9,60.0,70.0,80.0
20909,cc,econ,top_p_var,0.9,45.0,50.0,75.0
20910,cc,econ,top_p_var,0.9,45.0,60.0,65.0
20911,cc,econ,top_p_var,0.9,75.0,50.0,75.0
20912,cc,econ,top_p_var,0.9,70.0,70.0,60.0
20913,cc,econ,top_p_var,0.9,70.0,50.0,75.0
20914,cc,econ,top_p_var,0.9,70.0,50.0,75.0
20915,cc,econ,top_p_var,0.9,70.0,60.0,70.0
20916,cc,econ,top_p_var,0.9,70.0,50.0,70.0
20917,cc,econ,top_p_var,0.9,73.0,70.0,65.0
20918,cc,econ,top_p_var,0.9,60.0,50.0,70.0
20919,cc,econ,top_p_var,0.9,70.0,70.0,70.0
20920,cc,econ,top_p_var,0.9,73.0,70.0,70.0
20921,cc,econ,top_p_var,0.9,60.0,70.0,80.0
20922,cc,econ,top_p_var,0.9,35.0,60.0,70.0
20923,cc,econ,top_p_var,0.9,73.0,70.0,75.0
20924,cc,econ,top_p_var,0.9,70.0,50.0,70.0
20925,cc,econ,top_p_var,0.9,70.0,50.0,75.0
20926,cc,econ,top_p_var,0.9,73.0,50.0,70.0
20927,cc,econ,top_p_var,0.9,60.0,50.0,70.0
20928,cc,econ,top_p_var,0.9,60.0,50.0,70.0
20929,cc,econ,top_p_var,0.9,45.0,50.0,70.0
20930,cc,econ,top_p_var,0.9,75.0,50.0,70.0
20931,cc,econ,top_p_var,0.9,45.0,50.0,70.0
20932,cc,econ,top_p_var,0.9,60.0,50.0,70.0
20933,cc,econ,top_p_var,0.9,45.0,70.0,75.0
20934,cc,econ,top_p_var,0.9,60.0,50.0,70.0
20935,cc,econ,top_p_var,0.9,75.0,60.0,70.0
20936,cc,econ,top_p_var,0.9,70.0,50.0,75.0
20937,cc,econ,top_p_var,0.9,75.0,50.0,75.0
20938,cc,econ,top_p_var,0.9,50.0,70.0,70.0
20939,cc,econ,top_p_var,0.9,73.0,60.0,70.0
20940,cc,econ,top_p_var,0.9,73.0,50.0,70.0
20941,cc,econ,top_p_var,0.9,70.0,50.0,80.0
20942,cc,econ,top_p_var,0.9,73.0,70.0,70.0
20943,cc,econ,top_p_var,0.9,70.0,50.0,60.0
20944,cc,econ,top_p_var,0.9,70.0,70.0,80.0
20945,cc,econ,top_p_var,0.9,70.0,50.0,70.0
20946,cc,econ,top_p_var,0.9,70.0,50.0,70.0
20947,cc,econ,top_p_var,0.9,70.0,50.0,70.0
20948,cc,econ,top_p_var,0.9,73.0,70.0,65.0
20949,cc,econ,top_p_var,0.9,70.0,70.0,70.0
20950,cc,econ,top_p_var,0.9,75.0,70.0,70.0
20951,cc,econ,top_p_var,0.9,70.0,50.0,70.0
20952,cc,econ,top_p_var,0.9,70.0,50.0,75.0
20953,cc,econ,top_p_var,0.9,73.0,70.0,70.0
20954,cc,econ,top_p_var,0.9,60.0,50.0,60.0
20955,cc,econ,top_p_var,0.9,60.0,50.0,70.0
20956,cc,econ,top_p_var,0.9,60.0,50.0,70.0
20957,cc,econ,top_p_var,0.9,25.0,70.0,70.0
20958,cc,econ,top_p_var,0.9,73.0,50.0,75.0
20959,cc,econ,top_p_var,0.9,,50.0,70.0
20960,cc,econ,top_p_var,0.9,,70.0,60.0
20961,cc,econ,top_p_var,0.9,,50.0,75.0
20962,cc,econ,top_p_var,0.9,,50.0,75.0
20963,cc,econ,top_p_var,0.9,,70.0,70.0
